date,value,item
1982-12-01,0.337,"Bananas, per lb. (453.6 gm)"
1983-12-01,0.315,"Bananas, per lb. (453.6 gm)"
1984-12-01,0.317,"Bananas, per lb. (453.6 gm)"
1985-12-01,0.321,"Bananas, per lb. (453.6 gm)"
1986-12-01,0.333,"Bananas, per lb. (453.6 gm)"
1987-12-01,0.375,"Bananas, per lb. (453.6 gm)"
1988-12-01,0.407,"Bananas, per lb. (453.6 gm)"
1989-12-01,0.416,"Bananas, per lb. (453.6 gm)"
1990-12-01,0.43,"Bananas, per lb. (453.6 gm)"
1991-12-01,0.419,"Bananas, per lb. (453.6 gm)"
1992-12-01,0.404,"Bananas, per lb. (453.6 gm)"
1993-12-01,0.414,"Bananas, per lb. (453.6 gm)"
1994-12-01,0.458,"Bananas, per lb. (453.6 gm)"
1995-12-01,0.454,"Bananas, per lb. (453.6 gm)"
1996-12-01,0.481,"Bananas, per lb. (453.6 gm)"
1997-12-01,0.461,"Bananas, per lb. (453.6 gm)"
1998-12-01,0.51,"Bananas, per lb. (453.6 gm)"
1999-12-01,0.494,"Bananas, per lb. (453.6 gm)"
2000-12-01,0.487,"Bananas, per lb. (453.6 gm)"
2001-12-01,0.505,"Bananas, per lb. (453.6 gm)"
2002-12-01,0.504,"Bananas, per lb. (453.6 gm)"
2003-12-01,0.504,"Bananas, per lb. (453.6 gm)"
2004-12-01,0.474,"Bananas, per lb. (453.6 gm)"
2005-12-01,0.482,"Bananas, per lb. (453.6 gm)"
2006-12-01,0.499,"Bananas, per lb. (453.6 gm)"
2007-12-01,0.525,"Bananas, per lb. (453.6 gm)"
2008-12-01,0.617,"Bananas, per lb. (453.6 gm)"
2009-12-01,0.571,"Bananas, per lb. (453.6 gm)"
2010-12-01,0.587,"Bananas, per lb. (453.6 gm)"
2011-12-01,0.599,"Bananas, per lb. (453.6 gm)"
2012-12-01,0.606,"Bananas, per lb. (453.6 gm)"
2013-12-01,0.592,"Bananas, per lb. (453.6 gm)"
2014-12-01,0.585,"Bananas, per lb. (453.6 gm)"
2015-12-01,0.58,"Bananas, per lb. (453.6 gm)"
2016-12-01,0.576,"Bananas, per lb. (453.6 gm)"
2017-12-01,0.558,"Bananas, per lb. (453.6 gm)"
2018-12-01,0.577,"Bananas, per lb. (453.6 gm)"
2019-12-01,0.573,"Bananas, per lb. (453.6 gm)"
2020-12-01,,"Bananas, per lb. (453.6 gm)"
1980-01-01,0.339,"Oranges, Navel, per lb. (453.6 gm)"
1981-01-01,0.4,"Oranges, Navel, per lb. (453.6 gm)"
1982-01-01,0.402,"Oranges, Navel, per lb. (453.6 gm)"
1983-01-01,0.39,"Oranges, Navel, per lb. (453.6 gm)"
1984-01-01,0.368,"Oranges, Navel, per lb. (453.6 gm)"
1985-01-01,0.526,"Oranges, Navel, per lb. (453.6 gm)"
1986-01-01,0.483,"Oranges, Navel, per lb. (453.6 gm)"
1987-01-01,,"Oranges, Navel, per lb. (453.6 gm)"
1988-01-01,0.501,"Oranges, Navel, per lb. (453.6 gm)"
1989-01-01,0.521,"Oranges, Navel, per lb. (453.6 gm)"
1990-01-01,0.501,"Oranges, Navel, per lb. (453.6 gm)"
1991-01-01,0.823,"Oranges, Navel, per lb. (453.6 gm)"
1992-01-01,0.643,"Oranges, Navel, per lb. (453.6 gm)"
1993-01-01,0.514,"Oranges, Navel, per lb. (453.6 gm)"
1994-01-01,0.505,"Oranges, Navel, per lb. (453.6 gm)"
1995-01-01,0.575,"Oranges, Navel, per lb. (453.6 gm)"
1996-01-01,0.561,"Oranges, Navel, per lb. (453.6 gm)"
1997-01-01,0.555,"Oranges, Navel, per lb. (453.6 gm)"
1998-01-01,0.525,"Oranges, Navel, per lb. (453.6 gm)"
1999-01-01,0.83,"Oranges, Navel, per lb. (453.6 gm)"
2000-01-01,0.607,"Oranges, Navel, per lb. (453.6 gm)"
2001-01-01,0.638,"Oranges, Navel, per lb. (453.6 gm)"
2002-01-01,0.715,"Oranges, Navel, per lb. (453.6 gm)"
2003-01-01,0.713,"Oranges, Navel, per lb. (453.6 gm)"
2004-01-01,0.793,"Oranges, Navel, per lb. (453.6 gm)"
2005-01-01,0.838,"Oranges, Navel, per lb. (453.6 gm)"
2006-01-01,0.837,"Oranges, Navel, per lb. (453.6 gm)"
2007-01-01,1.092,"Oranges, Navel, per lb. (453.6 gm)"
2008-01-01,0.905,"Oranges, Navel, per lb. (453.6 gm)"
2009-01-01,0.896,"Oranges, Navel, per lb. (453.6 gm)"
2010-01-01,0.899,"Oranges, Navel, per lb. (453.6 gm)"
2011-01-01,1.052,"Oranges, Navel, per lb. (453.6 gm)"
2012-01-01,0.929,"Oranges, Navel, per lb. (453.6 gm)"
2013-01-01,0.991,"Oranges, Navel, per lb. (453.6 gm)"
2014-01-01,1.118,"Oranges, Navel, per lb. (453.6 gm)"
2015-01-01,1.195,"Oranges, Navel, per lb. (453.6 gm)"
2016-01-01,1.196,"Oranges, Navel, per lb. (453.6 gm)"
2017-01-01,1.186,"Oranges, Navel, per lb. (453.6 gm)"
2018-01-01,1.326,"Oranges, Navel, per lb. (453.6 gm)"
2019-01-01,1.344,"Oranges, Navel, per lb. (453.6 gm)"
2020-01-01,1.244,"Oranges, Navel, per lb. (453.6 gm)"
1980-02-01,0.337,"Oranges, Navel, per lb. (453.6 gm)"
1981-02-01,0.399,"Oranges, Navel, per lb. (453.6 gm)"
1982-02-01,0.425,"Oranges, Navel, per lb. (453.6 gm)"
1983-02-01,0.384,"Oranges, Navel, per lb. (453.6 gm)"
1984-02-01,0.349,"Oranges, Navel, per lb. (453.6 gm)"
1985-02-01,0.525,"Oranges, Navel, per lb. (453.6 gm)"
1986-02-01,0.452,"Oranges, Navel, per lb. (453.6 gm)"
1987-02-01,,"Oranges, Navel, per lb. (453.6 gm)"
1988-02-01,0.496,"Oranges, Navel, per lb. (453.6 gm)"
1989-02-01,0.464,"Oranges, Navel, per lb. (453.6 gm)"
1990-02-01,0.58,"Oranges, Navel, per lb. (453.6 gm)"
1991-02-01,0.93,"Oranges, Navel, per lb. (453.6 gm)"
1992-02-01,0.616,"Oranges, Navel, per lb. (453.6 gm)"
1993-02-01,0.506,"Oranges, Navel, per lb. (453.6 gm)"
1994-02-01,0.496,"Oranges, Navel, per lb. (453.6 gm)"
1995-02-01,0.585,"Oranges, Navel, per lb. (453.6 gm)"
1996-02-01,0.559,"Oranges, Navel, per lb. (453.6 gm)"
1997-02-01,0.554,"Oranges, Navel, per lb. (453.6 gm)"
1998-02-01,0.507,"Oranges, Navel, per lb. (453.6 gm)"
1999-02-01,0.889,"Oranges, Navel, per lb. (453.6 gm)"
2000-02-01,0.586,"Oranges, Navel, per lb. (453.6 gm)"
2001-02-01,0.66,"Oranges, Navel, per lb. (453.6 gm)"
2002-02-01,0.759,"Oranges, Navel, per lb. (453.6 gm)"
2003-02-01,0.711,"Oranges, Navel, per lb. (453.6 gm)"
2004-02-01,0.725,"Oranges, Navel, per lb. (453.6 gm)"
2005-02-01,0.802,"Oranges, Navel, per lb. (453.6 gm)"
2006-02-01,0.915,"Oranges, Navel, per lb. (453.6 gm)"
2007-02-01,1.375,"Oranges, Navel, per lb. (453.6 gm)"
2008-02-01,0.887,"Oranges, Navel, per lb. (453.6 gm)"
2009-02-01,0.912,"Oranges, Navel, per lb. (453.6 gm)"
2010-02-01,0.87,"Oranges, Navel, per lb. (453.6 gm)"
2011-02-01,0.989,"Oranges, Navel, per lb. (453.6 gm)"
2012-02-01,0.852,"Oranges, Navel, per lb. (453.6 gm)"
2013-02-01,0.998,"Oranges, Navel, per lb. (453.6 gm)"
2014-02-01,1.146,"Oranges, Navel, per lb. (453.6 gm)"
2015-02-01,1.185,"Oranges, Navel, per lb. (453.6 gm)"
2016-02-01,1.194,"Oranges, Navel, per lb. (453.6 gm)"
2017-02-01,1.191,"Oranges, Navel, per lb. (453.6 gm)"
2018-02-01,1.339,"Oranges, Navel, per lb. (453.6 gm)"
2019-02-01,1.298,"Oranges, Navel, per lb. (453.6 gm)"
2020-02-01,1.218,"Oranges, Navel, per lb. (453.6 gm)"
1980-03-01,0.352,"Oranges, Navel, per lb. (453.6 gm)"
1981-03-01,0.392,"Oranges, Navel, per lb. (453.6 gm)"
1982-03-01,0.433,"Oranges, Navel, per lb. (453.6 gm)"
1983-03-01,0.386,"Oranges, Navel, per lb. (453.6 gm)"
1984-03-01,0.364,"Oranges, Navel, per lb. (453.6 gm)"
1985-03-01,0.505,"Oranges, Navel, per lb. (453.6 gm)"
1986-03-01,0.451,"Oranges, Navel, per lb. (453.6 gm)"
1987-03-01,0.499,"Oranges, Navel, per lb. (453.6 gm)"
1988-03-01,0.496,"Oranges, Navel, per lb. (453.6 gm)"
1989-03-01,0.471,"Oranges, Navel, per lb. (453.6 gm)"
1990-03-01,0.57,"Oranges, Navel, per lb. (453.6 gm)"
1991-03-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-03-01,0.563,"Oranges, Navel, per lb. (453.6 gm)"
1993-03-01,0.506,"Oranges, Navel, per lb. (453.6 gm)"
1994-03-01,0.52,"Oranges, Navel, per lb. (453.6 gm)"
1995-03-01,0.571,"Oranges, Navel, per lb. (453.6 gm)"
1996-03-01,0.565,"Oranges, Navel, per lb. (453.6 gm)"
1997-03-01,0.546,"Oranges, Navel, per lb. (453.6 gm)"
1998-03-01,0.505,"Oranges, Navel, per lb. (453.6 gm)"
1999-03-01,0.869,"Oranges, Navel, per lb. (453.6 gm)"
2000-03-01,0.572,"Oranges, Navel, per lb. (453.6 gm)"
2001-03-01,0.646,"Oranges, Navel, per lb. (453.6 gm)"
2002-03-01,0.71,"Oranges, Navel, per lb. (453.6 gm)"
2003-03-01,0.728,"Oranges, Navel, per lb. (453.6 gm)"
2004-03-01,0.73,"Oranges, Navel, per lb. (453.6 gm)"
2005-03-01,0.783,"Oranges, Navel, per lb. (453.6 gm)"
2006-03-01,0.888,"Oranges, Navel, per lb. (453.6 gm)"
2007-03-01,1.301,"Oranges, Navel, per lb. (453.6 gm)"
2008-03-01,0.898,"Oranges, Navel, per lb. (453.6 gm)"
2009-03-01,0.889,"Oranges, Navel, per lb. (453.6 gm)"
2010-03-01,0.858,"Oranges, Navel, per lb. (453.6 gm)"
2011-03-01,0.957,"Oranges, Navel, per lb. (453.6 gm)"
2012-03-01,0.85,"Oranges, Navel, per lb. (453.6 gm)"
2013-03-01,0.988,"Oranges, Navel, per lb. (453.6 gm)"
2014-03-01,1.212,"Oranges, Navel, per lb. (453.6 gm)"
2015-03-01,1.201,"Oranges, Navel, per lb. (453.6 gm)"
2016-03-01,1.188,"Oranges, Navel, per lb. (453.6 gm)"
2017-03-01,1.18,"Oranges, Navel, per lb. (453.6 gm)"
2018-03-01,1.305,"Oranges, Navel, per lb. (453.6 gm)"
2019-03-01,1.346,"Oranges, Navel, per lb. (453.6 gm)"
2020-03-01,1.174,"Oranges, Navel, per lb. (453.6 gm)"
1980-04-01,0.349,"Oranges, Navel, per lb. (453.6 gm)"
1981-04-01,0.398,"Oranges, Navel, per lb. (453.6 gm)"
1982-04-01,0.447,"Oranges, Navel, per lb. (453.6 gm)"
1983-04-01,0.395,"Oranges, Navel, per lb. (453.6 gm)"
1984-04-01,0.371,"Oranges, Navel, per lb. (453.6 gm)"
1985-04-01,0.528,"Oranges, Navel, per lb. (453.6 gm)"
1986-04-01,0.463,"Oranges, Navel, per lb. (453.6 gm)"
1987-04-01,0.491,"Oranges, Navel, per lb. (453.6 gm)"
1988-04-01,0.504,"Oranges, Navel, per lb. (453.6 gm)"
1989-04-01,0.511,"Oranges, Navel, per lb. (453.6 gm)"
1990-04-01,0.56,"Oranges, Navel, per lb. (453.6 gm)"
1991-04-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-04-01,0.537,"Oranges, Navel, per lb. (453.6 gm)"
1993-04-01,0.521,"Oranges, Navel, per lb. (453.6 gm)"
1994-04-01,0.549,"Oranges, Navel, per lb. (453.6 gm)"
1995-04-01,0.606,"Oranges, Navel, per lb. (453.6 gm)"
1996-04-01,0.62,"Oranges, Navel, per lb. (453.6 gm)"
1997-04-01,0.598,"Oranges, Navel, per lb. (453.6 gm)"
1998-04-01,0.571,"Oranges, Navel, per lb. (453.6 gm)"
1999-04-01,0.944,"Oranges, Navel, per lb. (453.6 gm)"
2000-04-01,0.573,"Oranges, Navel, per lb. (453.6 gm)"
2001-04-01,0.735,"Oranges, Navel, per lb. (453.6 gm)"
2002-04-01,0.751,"Oranges, Navel, per lb. (453.6 gm)"
2003-04-01,0.742,"Oranges, Navel, per lb. (453.6 gm)"
2004-04-01,0.744,"Oranges, Navel, per lb. (453.6 gm)"
2005-04-01,0.816,"Oranges, Navel, per lb. (453.6 gm)"
2006-04-01,0.876,"Oranges, Navel, per lb. (453.6 gm)"
2007-04-01,1.243,"Oranges, Navel, per lb. (453.6 gm)"
2008-04-01,0.931,"Oranges, Navel, per lb. (453.6 gm)"
2009-04-01,0.91,"Oranges, Navel, per lb. (453.6 gm)"
2010-04-01,0.871,"Oranges, Navel, per lb. (453.6 gm)"
2011-04-01,0.926,"Oranges, Navel, per lb. (453.6 gm)"
2012-04-01,0.91,"Oranges, Navel, per lb. (453.6 gm)"
2013-04-01,0.981,"Oranges, Navel, per lb. (453.6 gm)"
2014-04-01,1.261,"Oranges, Navel, per lb. (453.6 gm)"
2015-04-01,1.165,"Oranges, Navel, per lb. (453.6 gm)"
2016-04-01,1.176,"Oranges, Navel, per lb. (453.6 gm)"
2017-04-01,1.174,"Oranges, Navel, per lb. (453.6 gm)"
2018-04-01,1.291,"Oranges, Navel, per lb. (453.6 gm)"
2019-04-01,1.28,"Oranges, Navel, per lb. (453.6 gm)"
2020-04-01,,"Oranges, Navel, per lb. (453.6 gm)"
1980-05-01,0.36,"Oranges, Navel, per lb. (453.6 gm)"
1981-05-01,0.368,"Oranges, Navel, per lb. (453.6 gm)"
1982-05-01,,"Oranges, Navel, per lb. (453.6 gm)"
1983-05-01,0.387,"Oranges, Navel, per lb. (453.6 gm)"
1984-05-01,0.417,"Oranges, Navel, per lb. (453.6 gm)"
1985-05-01,0.614,"Oranges, Navel, per lb. (453.6 gm)"
1986-05-01,0.499,"Oranges, Navel, per lb. (453.6 gm)"
1987-05-01,0.529,"Oranges, Navel, per lb. (453.6 gm)"
1988-05-01,0.599,"Oranges, Navel, per lb. (453.6 gm)"
1989-05-01,0.534,"Oranges, Navel, per lb. (453.6 gm)"
1990-05-01,0.578,"Oranges, Navel, per lb. (453.6 gm)"
1991-05-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-05-01,0.573,"Oranges, Navel, per lb. (453.6 gm)"
1993-05-01,0.549,"Oranges, Navel, per lb. (453.6 gm)"
1994-05-01,0.618,"Oranges, Navel, per lb. (453.6 gm)"
1995-05-01,0.65,"Oranges, Navel, per lb. (453.6 gm)"
1996-05-01,0.716,"Oranges, Navel, per lb. (453.6 gm)"
1997-05-01,0.706,"Oranges, Navel, per lb. (453.6 gm)"
1998-05-01,0.672,"Oranges, Navel, per lb. (453.6 gm)"
1999-05-01,,"Oranges, Navel, per lb. (453.6 gm)"
2000-05-01,0.638,"Oranges, Navel, per lb. (453.6 gm)"
2001-05-01,0.793,"Oranges, Navel, per lb. (453.6 gm)"
2002-05-01,0.849,"Oranges, Navel, per lb. (453.6 gm)"
2003-05-01,0.8,"Oranges, Navel, per lb. (453.6 gm)"
2004-05-01,0.77,"Oranges, Navel, per lb. (453.6 gm)"
2005-05-01,0.899,"Oranges, Navel, per lb. (453.6 gm)"
2006-05-01,0.99,"Oranges, Navel, per lb. (453.6 gm)"
2007-05-01,1.268,"Oranges, Navel, per lb. (453.6 gm)"
2008-05-01,1.008,"Oranges, Navel, per lb. (453.6 gm)"
2009-05-01,0.963,"Oranges, Navel, per lb. (453.6 gm)"
2010-05-01,0.952,"Oranges, Navel, per lb. (453.6 gm)"
2011-05-01,0.916,"Oranges, Navel, per lb. (453.6 gm)"
2012-05-01,0.968,"Oranges, Navel, per lb. (453.6 gm)"
2013-05-01,1.048,"Oranges, Navel, per lb. (453.6 gm)"
2014-05-01,1.342,"Oranges, Navel, per lb. (453.6 gm)"
2015-05-01,1.208,"Oranges, Navel, per lb. (453.6 gm)"
2016-05-01,1.148,"Oranges, Navel, per lb. (453.6 gm)"
2017-05-01,1.226,"Oranges, Navel, per lb. (453.6 gm)"
2018-05-01,1.348,"Oranges, Navel, per lb. (453.6 gm)"
2019-05-01,1.331,"Oranges, Navel, per lb. (453.6 gm)"
2020-05-01,1.209,"Oranges, Navel, per lb. (453.6 gm)"
1980-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1981-06-01,0.387,"Oranges, Navel, per lb. (453.6 gm)"
1982-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1983-06-01,0.4,"Oranges, Navel, per lb. (453.6 gm)"
1984-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1985-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1986-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1987-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1988-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1989-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1990-06-01,0.621,"Oranges, Navel, per lb. (453.6 gm)"
1991-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1993-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1994-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1995-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1996-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1997-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1998-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
1999-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
2000-06-01,0.699,"Oranges, Navel, per lb. (453.6 gm)"
2001-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
2002-06-01,,"Oranges, Navel, per lb. (453.6 gm)"
2003-06-01,0.875,"Oranges, Navel, per lb. (453.6 gm)"
2004-06-01,0.878,"Oranges, Navel, per lb. (453.6 gm)"
2005-06-01,1.012,"Oranges, Navel, per lb. (453.6 gm)"
2006-06-01,1.119,"Oranges, Navel, per lb. (453.6 gm)"
2007-06-01,1.321,"Oranges, Navel, per lb. (453.6 gm)"
2008-06-01,1.136,"Oranges, Navel, per lb. (453.6 gm)"
2009-06-01,1.06,"Oranges, Navel, per lb. (453.6 gm)"
2010-06-01,1.096,"Oranges, Navel, per lb. (453.6 gm)"
2011-06-01,1.014,"Oranges, Navel, per lb. (453.6 gm)"
2012-06-01,1.032,"Oranges, Navel, per lb. (453.6 gm)"
2013-06-01,1.147,"Oranges, Navel, per lb. (453.6 gm)"
2014-06-01,1.299,"Oranges, Navel, per lb. (453.6 gm)"
2015-06-01,1.274,"Oranges, Navel, per lb. (453.6 gm)"
2016-06-01,1.186,"Oranges, Navel, per lb. (453.6 gm)"
2017-06-01,1.346,"Oranges, Navel, per lb. (453.6 gm)"
2018-06-01,1.409,"Oranges, Navel, per lb. (453.6 gm)"
2019-06-01,1.296,"Oranges, Navel, per lb. (453.6 gm)"
2020-06-01,1.296,"Oranges, Navel, per lb. (453.6 gm)"
1980-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1981-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1982-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1983-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1984-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1985-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1986-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1987-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1988-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1989-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1990-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1991-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1993-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1994-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1995-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1996-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1997-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1998-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1999-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2000-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2001-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2002-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2003-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2004-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2005-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2006-07-01,1.27,"Oranges, Navel, per lb. (453.6 gm)"
2007-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
2008-07-01,1.291,"Oranges, Navel, per lb. (453.6 gm)"
2009-07-01,1.191,"Oranges, Navel, per lb. (453.6 gm)"
2010-07-01,1.149,"Oranges, Navel, per lb. (453.6 gm)"
2011-07-01,1.078,"Oranges, Navel, per lb. (453.6 gm)"
2012-07-01,1.127,"Oranges, Navel, per lb. (453.6 gm)"
2013-07-01,1.287,"Oranges, Navel, per lb. (453.6 gm)"
2014-07-01,1.39,"Oranges, Navel, per lb. (453.6 gm)"
2015-07-01,1.38,"Oranges, Navel, per lb. (453.6 gm)"
2016-07-01,1.268,"Oranges, Navel, per lb. (453.6 gm)"
2017-07-01,1.462,"Oranges, Navel, per lb. (453.6 gm)"
2018-07-01,1.538,"Oranges, Navel, per lb. (453.6 gm)"
2019-07-01,1.411,"Oranges, Navel, per lb. (453.6 gm)"
2020-07-01,,"Oranges, Navel, per lb. (453.6 gm)"
1980-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1981-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1982-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1983-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1984-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1985-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1986-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1987-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1988-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1989-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1990-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1991-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1993-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1994-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1995-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1996-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1997-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1998-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1999-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2000-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2001-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2002-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2003-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2004-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2005-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2006-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
2007-08-01,1.5,"Oranges, Navel, per lb. (453.6 gm)"
2008-08-01,1.452,"Oranges, Navel, per lb. (453.6 gm)"
2009-08-01,1.222,"Oranges, Navel, per lb. (453.6 gm)"
2010-08-01,1.242,"Oranges, Navel, per lb. (453.6 gm)"
2011-08-01,1.268,"Oranges, Navel, per lb. (453.6 gm)"
2012-08-01,1.283,"Oranges, Navel, per lb. (453.6 gm)"
2013-08-01,1.377,"Oranges, Navel, per lb. (453.6 gm)"
2014-08-01,1.467,"Oranges, Navel, per lb. (453.6 gm)"
2015-08-01,1.493,"Oranges, Navel, per lb. (453.6 gm)"
2016-08-01,1.365,"Oranges, Navel, per lb. (453.6 gm)"
2017-08-01,1.453,"Oranges, Navel, per lb. (453.6 gm)"
2018-08-01,1.559,"Oranges, Navel, per lb. (453.6 gm)"
2019-08-01,1.442,"Oranges, Navel, per lb. (453.6 gm)"
2020-08-01,,"Oranges, Navel, per lb. (453.6 gm)"
1980-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1981-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1982-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1983-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1984-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1985-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1986-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1987-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1988-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1989-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1990-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1991-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1992-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1993-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1994-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1995-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1996-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1997-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1998-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1999-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
2000-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
2001-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
2002-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
2003-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
2004-09-01,1.142,"Oranges, Navel, per lb. (453.6 gm)"
2005-09-01,1.363,"Oranges, Navel, per lb. (453.6 gm)"
2006-09-01,1.483,"Oranges, Navel, per lb. (453.6 gm)"
2007-09-01,1.503,"Oranges, Navel, per lb. (453.6 gm)"
2008-09-01,1.471,"Oranges, Navel, per lb. (453.6 gm)"
2009-09-01,1.255,"Oranges, Navel, per lb. (453.6 gm)"
2010-09-01,1.302,"Oranges, Navel, per lb. (453.6 gm)"
2011-09-01,1.438,"Oranges, Navel, per lb. (453.6 gm)"
2012-09-01,1.296,"Oranges, Navel, per lb. (453.6 gm)"
2013-09-01,1.334,"Oranges, Navel, per lb. (453.6 gm)"
2014-09-01,1.486,"Oranges, Navel, per lb. (453.6 gm)"
2015-09-01,1.48,"Oranges, Navel, per lb. (453.6 gm)"
2016-09-01,1.41,"Oranges, Navel, per lb. (453.6 gm)"
2017-09-01,1.48,"Oranges, Navel, per lb. (453.6 gm)"
2018-09-01,1.511,"Oranges, Navel, per lb. (453.6 gm)"
2019-09-01,1.426,"Oranges, Navel, per lb. (453.6 gm)"
2020-09-01,,"Oranges, Navel, per lb. (453.6 gm)"
1980-10-01,,"Oranges, Navel, per lb. (453.6 gm)"
1981-10-01,,"Oranges, Navel, per lb. (453.6 gm)"
1982-10-01,,"Oranges, Navel, per lb. (453.6 gm)"
1983-10-01,,"Oranges, Navel, per lb. (453.6 gm)"
1984-10-01,,"Oranges, Navel, per lb. (453.6 gm)"
1985-10-01,,"Oranges, Navel, per lb. (453.6 gm)"
